year_month,cloud_provider,account_id,environment,total_list_cost,total_net_cost,total_on_demand_cost,total_amortized_cost,total_forecast_monthly_cost,total_budget_amount,avg_budget_utilization_pct,avg_cost_variance_7d_pct,avg_cost_variance_30d_pct,anomaly_count,row_count
2023-01,Azure,acct-001,staging,267.1456,217.4926,127.9679,194.304,649.973,728391.43,0.0008893617021276,0.0735553191489361,0.0690404255319148,0,47
2023-01,Azure,acct-002,dev,96.0541,71.40859999999999,53.194,66.0926,260.1994,237578.53,0.0011206896551724,0.0568344827586206,0.0099068965517241,0,29
2023-01,Azure,acct-002,prod,1015.8435,780.4926,289.6353,674.1914,3008.6643,4943232.71,0.0006288659793814,0.0851907216494845,0.0595103092783505,0,97
2023-01,Azure,acct-002,staging,246.8138,193.7604,109.2534,174.0301,614.7953,733364.79,0.0008395833333333,0.048025,0.0470041666666666,0,48
2023-01,Azure,acct-003,dev,51.1221,38.672,31.0638,36.1029,167.1619,158959.97,0.00108,0.05733,-0.057185,0,20
2023-01,Azure,acct-003,prod,1038.3255,771.9355,261.5604,664.9374,3141.4769,4837547.75,0.0006536842105263,0.0628947368421052,0.0650073684210526,0,95
2023-01,Azure,acct-003,staging,155.8579,118.7807,68.5373,104.6624,451.2436,528179.0,0.0009176470588235,0.0462647058823529,0.0542676470588235,0,34
2023-01,Azure,acct-004,dev,53.3178,42.0136,32.447,39.6145,102.9655,135447.32,0.0007999999999999,0.0798562499999999,0.1763374999999999,0,16
2023-01,Azure,acct-004,prod,880.5874,683.4909,256.4276,593.0466,2387.3797,4643608.73,0.000516304347826,0.051175,0.0635184782608695,0,92
2023-01,Azure,acct-004,staging,221.7672,167.2905,94.9338,150.161,640.5285,637184.45,0.0009731707317073,0.0217170731707317,0.0143560975609756,0,41
2023-01,Azure,acct-005,dev,63.4493,47.4946,37.3836,43.8754,196.5875,200174.35,0.00096,0.056948,0.038636,0,25
2023-01,Azure,acct-005,prod,860.7505,648.3126,216.2072,557.468,2436.431,4223382.25,0.0005988095238095,0.0751059523809523,0.0389833333333333,0,84
2023-01,Azure,acct-005,staging,241.3978,186.4976,100.2208,159.9968,461.087,708866.13,0.0006782608695652,0.057441304347826,-0.007995652173913,0,46
2023-01,Azure,acct-006,dev,47.7035,35.2145,26.9767,32.3266,195.7029,147708.45,0.0013,0.0762833333333333,-0.03235,0,18
2023-01,Azure,acct-006,prod,949.1205,749.0628,313.349,654.7568,3019.8963,4973618.2,0.0005958333333333,0.0384760416666666,0.0455260416666666,0,96
2023-01,Azure,acct-006,staging,258.9597,205.3366,103.3589,178.1346,575.1948,673672.3,0.00085,0.0755818181818181,-0.0003795454545454,0,44
2023-01,Azure,acct-007,dev,53.3832,41.7158,31.0864,36.9434,136.7954,206261.34,0.000684,0.028908,0.0033079999999999,0,25
2023-01,Azure,acct-007,prod,1180.033,923.3871,344.019,803.3651,3019.0877,5258162.95,0.000578640776699,0.0845446601941747,0.0272504854368932,0,103
2023-01,Azure,acct-007,staging,246.9539,191.4398,97.6905,164.2624,807.1536,621077.35,0.00137,0.10017,0.0134974999999999,0,40
2023-01,Azure,acct-008,dev,65.4678,51.442,38.6766,48.4751,239.2127,162514.18,0.00153,0.09153,0.007075,0,20
2023-01,Azure,acct-008,prod,998.4977,790.0961,331.9707,693.0031,2767.5877,4417930.01,0.0006372093023255,0.0305755813953488,0.0688348837209302,0,86
2023-01,Azure,acct-008,staging,203.4655,156.9068,75.5134,137.2065,509.7056,612329.25,0.0008399999999999,0.046455,0.0139199999999999,0,40
2023-01,Azure,acct-009,dev,48.4127,39.0259,28.1333,35.3159,111.2755,133237.2,0.00088125,0.03168125,0.05655,0,16
2023-01,Azure,acct-009,prod,998.9162,773.3242,270.1702,663.9951,2835.8665,4652994.47,0.0006032967032967,0.0777571428571428,0.083465934065934,0,91
2023-01,Azure,acct-009,staging,174.487,135.213,65.5328,114.5827,920.2615,428372.84,0.0021758620689655,-0.0066620689655172,0.0263310344827586,0,29
2023-01,Azure,acct-010,dev,90.9524,72.08070000000001,51.3268,67.2002,446.362,205275.39,0.002208,0.067628,-0.0024,0,25
2023-01,Azure,acct-010,prod,866.3796,658.5272,241.6082,572.4336,2606.1349,4658111.97,0.0005692307692307,0.0480461538461538,0.0199098901098901,0,91
2023-01,Azure,acct-010,staging,237.5772,185.4203,103.0595,164.437,800.217,693352.76,0.0011911111111111,0.0591311111111111,0.0246777777777777,0,45
2023-01,GCP,acct-001,dev,81.05799999999999,62.676,50.6763,58.0422,140.265,193047.79,0.0007304347826086,0.0659260869565217,0.0190521739130434,0,23
2023-01,GCP,acct-001,prod,964.4916,750.0542,265.0734,645.5124,3099.65,5147221.54,0.000614,0.077983,0.0707,0,100
2023-01,GCP,acct-001,staging,202.9403,155.6232,93.7263,139.431,564.6496,553163.11,0.0009944444444444,0.0396361111111111,-0.0256083333333333,0,36
2023-01,GCP,acct-002,dev,85.921,68.868,51.4106,65.34479999999999,239.0257,216715.8,0.0010961538461538,0.1294807692307692,0.0130346153846153,0,26
2023-01,GCP,acct-002,prod,725.5303,567.8237,208.7752,489.9064,2769.1406,3776590.55,0.0007513513513513,0.0189864864864864,0.0549405405405405,0,74
2023-01,GCP,acct-002,staging,184.9996,143.479,83.7253,129.6885,527.058,566659.99,0.000927027027027,0.0351405405405405,0.0508459459459459,0,37
2023-01,GCP,acct-003,dev,65.6,51.6331,38.462,48.860800000000005,158.0668,189051.97,0.0008434782608695,0.0985478260869565,0.0924130434782608,0,23
2023-01,GCP,acct-003,prod,1106.6384,887.0613,316.2878,765.5047,3396.0038,5490755.12,0.0006188679245283,0.0669009433962264,0.0734018867924528,0,106
2023-01,GCP,acct-003,staging,162.4634,126.6923,57.3539,109.4964,468.5245,504257.4,0.0009323529411764,0.0693147058823529,0.1078735294117647,0,34
2023-01,GCP,acct-004,dev,68.5284,53.583200000000005,40.5524,48.9116,149.0244,174629.16,0.0008363636363636,0.0754818181818181,0.0094545454545454,0,22
2023-01,GCP,acct-004,prod,875.0509,662.7173,208.7505,556.9018,3160.0592,4814247.3,0.000658064516129,0.0498225806451612,0.0407720430107526,0,93
2023-01,GCP,acct-004,staging,211.2342,163.6341,82.8654,140.6471,584.3384,656626.69,0.0008906976744186,0.0464186046511627,0.0245558139534883,0,43
2023-01,GCP,acct-005,dev,58.3515,45.8348,34.6221,41.8768,152.9235,172379.98,0.0009047619047619,0.0744285714285714,-0.0156047619047619,0,21
2023-01,GCP,acct-005,prod,904.2523,705.0563999999999,226.1663,600.8035,2635.7975,4578830.88,0.0005876404494382,0.0315359550561797,0.0996471910112359,0,89
2023-01,GCP,acct-005,staging,220.2312,168.4921,83.1443,145.4347,552.4967,625487.84,0.0008829268292682,0.0591926829268292,0.0823780487804878,0,41
2023-01,GCP,acct-006,dev,57.1049,44.2453,32.2128,40.2911,255.1154,162621.88,0.0015699999999999,-0.00761,0.090815,0,20
2023-01,GCP,acct-006,prod,1037.6836,810.9404,288.3703,695.7612,2998.6984,5475260.68,0.0005490566037735,0.0358283018867924,0.0268688679245283,0,106
2023-01,GCP,acct-006,staging,240.6126,186.5899,97.9063,160.4776,779.0166,705284.33,0.0010755555555555,0.0563977777777777,0.02574,0,45
2023-01,GCP,acct-007,dev,53.3957,40.9478,30.4151,37.2786,219.8075,144980.01,0.0014611111111111,0.0266777777777777,-0.008,0,18
2023-01,GCP,acct-007,prod,947.325,708.15,250.666,609.3081,3297.3947,4388155.14,0.0007954022988505,0.0915091954022988,0.0439620689655172,0,87
2023-01,GCP,acct-007,staging,133.536,106.9643,57.6731,95.5339,760.6833,499065.57,0.00153125,0.0354718749999999,0.04404375,0,32
2023-01,GCP,acct-008,dev,57.4659,41.2871,30.4952,36.5296,118.5604,160083.82,0.000735,0.060405,-0.05166,0,20
2023-01,GCP,acct-008,prod,803.2094,638.423,230.7332,550.4009,2770.6403,4046316.9,0.0007050632911392,0.0043101265822784,0.0722177215189873,0,79
2023-01,GCP,acct-008,staging,293.5748,229.2009,131.3844,200.1487,1432.9534,839716.1,0.0017,0.0687163636363636,0.0147618181818181,0,55
2023-01,GCP,acct-009,dev,85.8867,65.8371,50.9425,62.2344,163.0119,195127.25,0.000825,0.0235708333333333,-0.0018916666666666,0,24
2023-01,GCP,acct-009,prod,1031.1406,793.0765,295.1254,684.5208,4014.07,5238910.16,0.0007893203883495,0.0466126213592233,0.0575174757281553,0,103
2023-01,GCP,acct-009,staging,224.039,174.2287,98.4434,152.6573,797.1843,587209.33,0.0012947368421052,0.0403868421052631,-0.0045631578947368,0,38
2023-01,GCP,acct-010,dev,65.6044,50.7768,37.5043,43.9819,160.3042,190292.77,0.0008217391304347,0.039291304347826,0.0433217391304347,0,23
2023-01,GCP,acct-010,prod,1036.8101,811.0986,297.7213,704.7921,2046.1721,5045278.75,0.0004061224489795,0.038634693877551,0.0883479591836734,0,98
2023-01,GCP,acct-010,staging,214.7473,159.765,86.9858,139.7983,879.1711,604718.3,0.0014435897435897,0.0252358974358974,0.0092717948717948,0,39
2023-02,AWS,acct-001,dev,121.1358,95.0809,69.3583,86.4177,258.92040000000003,253155.26,0.0010322580645161,0.0494451612903225,0.0407129032258064,0,31
2023-02,AWS,acct-001,prod,1127.1942,887.7045,317.7824,763.2341,3346.5135,4853946.02,0.0006861702127659,0.0604159574468085,0.0394393617021276,0,94
2023-02,AWS,acct-001,staging,191.213,152.482,71.1691,130.0078,535.9162,503278.15,0.001071875,0.07303125,0.044496875,0,32
2023-02,AWS,acct-002,dev,89.9252,72.9723,57.0662,66.7442,348.0775,184848.03,0.0018363636363636,0.0776272727272727,0.1985863636363636,0,22
2023-02,AWS,acct-002,prod,1156.3863,915.5225,315.8515,794.3109,3421.8633,4639312.79,0.0007483146067415,0.0449651685393258,0.0411955056179775,0,89
2023-02,AWS,acct-002,staging,265.096,210.4448,109.481,177.1216,563.0184,590774.12,0.0009461538461538,0.0560461538461538,0.044651282051282,0,39
2023-02,AWS,acct-003,dev,64.6043,49.2037,35.6593,45.8442,146.9769,145996.49,0.0010222222222222,0.0633,0.2145055555555555,0,18
2023-02,AWS,acct-003,prod,1084.3218,851.5067,308.6063,749.5184,3091.0811000000003,4226711.59,0.0007271604938271,0.0582074074074074,0.0542185185185185,0,81
2023-02,AWS,acct-003,staging,193.1688,152.8682,70.7574,132.3829,915.8973,491086.42,0.001840625,0.065984375,0.1056749999999999,0,32
2023-02,AWS,acct-004,dev,78.1742,61.6826,51.1525,57.1087,225.9377,177062.08,0.0012772727272727,0.041740909090909,0.1081681818181818,0,22
2023-02,AWS,acct-004,prod,869.4350000000001,660.9671,277.831,580.5645,2899.2951,3895111.86,0.0007337662337662,0.0256571428571428,0.134838961038961,0,77
2023-02,AWS,acct-004,staging,278.6966,211.8974,123.5727,183.6624,611.9491,728358.88,0.0008574468085106,0.0714914893617021,0.0404446808510638,0,47
2023-02,AWS,acct-005,dev,84.19669999999999,66.5705,46.669,60.9528,307.416,228514.4,0.0014321428571428,0.1784071428571428,0.1160107142857142,0,28
2023-02,AWS,acct-005,prod,957.406,751.8884,286.8992,648.0861,3373.883,3603472.31,0.0009714285714285,0.04656,0.0194528571428571,0,70
2023-02,AWS,acct-005,staging,259.6744,205.2957,96.6863,179.7271,749.6137,687582.2,0.0010727272727272,0.0319227272727272,0.060665909090909,0,44
2023-02,AWS,acct-006,dev,101.297,80.78659999999999,61.2663,74.5934,410.7017,205811.53,0.001988,0.090076,0.04846,0,25
2023-02,AWS,acct-006,prod,895.2631,703.4642,229.5242,595.6275,2024.6386,3597632.5,0.0005840579710144,0.0751391304347826,0.0706304347826086,0,69
2023-02,AWS,acct-006,staging,228.2201,176.7699,99.0567,147.9281,715.4984,526321.68,0.0014058823529411,0.0507382352941176,0.0443411764705882,0,34
2023-02,AWS,acct-007,dev,95.8868,71.6528,54.8589,64.4425,395.0442,198558.68,0.0020708333333333,0.0008458333333333,-0.0078374999999999,0,24
2023-02,AWS,acct-007,prod,1046.6798,801.0711,306.1932,689.3141,2946.9832,4065292.27,0.000725,0.02392625,0.0732375,0,80
2023-02,AWS,acct-007,staging,243.6128,193.9644,123.5236,172.9071,736.4931,613862.45,0.0012390243902439,0.0385317073170731,0.1333609756097561,0,41
2023-02,AWS,acct-008,dev,70.5541,53.8746,39.4889,48.641,278.7176,169854.95,0.001647619047619,0.067547619047619,0.0625761904761904,0,21
2023-02,AWS,acct-008,prod,975.3959,756.0161,273.33050000000003,650.5627,2811.1918,4084634.67,0.0007012499999999,0.03219125,0.0440175,0,80
2023-02,AWS,acct-008,staging,255.524,193.2458,104.5735,170.9312,867.4421,627051.47,0.0014121951219512,0.0399268292682926,0.0649243902439024,0,41
2023-02,AWS,acct-009,dev,70.5432,56.856300000000005,42.7104,51.0877,281.9938,161745.39,0.001685,0.083995,0.1725749999999999,0,20
2023-02,AWS,acct-009,prod,1021.5196,778.5146,248.8462,660.1189,2635.901,4232827.46,0.0006156626506024,0.0340361445783132,0.0117156626506024,0,83
2023-02,AWS,acct-009,staging,178.0168,145.8207,81.8934,124.6644,719.692,439132.28,0.0016896551724137,0.0610586206896551,0.014051724137931,0,29
2023-02,AWS,acct-010,dev,53.8887,44.6934,33.8769,42.2169,377.177,108643.17,0.0034923076923076,0.1154923076923077,0.083476923076923,0,13
2023-02,AWS,acct-010,prod,928.2457,714.7778,255.1786,612.0565,2885.2235,3932323.73,0.00075,0.0837236842105263,0.1038697368421052,0,76
2023-02,AWS,acct-010,staging,305.5042,242.1294,145.4256,207.6711,844.0894000000001,671887.8,0.001265909090909,0.0617545454545454,0.0737431818181818,0,44
2023-02,Azure,acct-001,dev,70.7145,54.0361,41.4592,50.3951,297.5172,162982.85,0.001795,0.0553499999999999,0.15223,0,20
2023-02,Azure,acct-001,prod,1022.7334,793.8312999999999,309.2715,693.823,3070.2631,4696874.35,0.0006714285714285,0.0430076923076923,0.0295857142857142,0,91
2023-02,Azure,acct-001,staging,161.3233,131.1724,74.1128,116.9096,369.0383,474068.47,0.0007483870967741,0.0243677419354838,0.0506322580645161,0,31
2023-02,Azure,acct-002,dev,87.5134,68.257,51.0394,64.5104,221.7957,185848.37,0.0012,-0.0095090909090909,0.0218,0,22
2023-02,Azure,acct-002,prod,929.6166,718.6545,279.8987,626.9503,3006.7831,4054775.02,0.00075,0.0145787499999999,0.04190375,0,80
2023-02,Azure,acct-002,staging,193.6434,152.9244,77.6952,136.4778,450.8775,521746.87,0.0008771428571428,0.0094542857142857,0.1109885714285714,0,35
2023-02,Azure,acct-003,dev,41.664,30.8184,23.4916,28.2062,136.6669,93635.14,0.0014333333333333,0.0944666666666666,0.0989833333333333,0,12
2023-02,Azure,acct-003,prod,1002.5988,763.9721,278.8498,660.4278,2804.2476,4610197.06,0.000605617977528,0.0684640449438202,0.0651404494382022,0,89
2023-02,Azure,acct-003,staging,261.3644,199.6771,117.2641,175.3999,691.7569,526490.33,0.0013599999999999,0.0943771428571428,0.0734914285714285,0,35
2023-02,Azure,acct-004,dev,67.2074,52.1028,37.4813,48.473600000000005,218.2607,145069.74,0.0014777777777777,0.0267722222222222,0.0359333333333333,0,18
2023-02,Azure,acct-004,prod,862.2113,665.8478,246.5794,575.63,2907.339,4005103.0,0.0007607594936708,0.0564113924050632,0.0249924050632911,0,79
2023-02,Azure,acct-004,staging,188.0492,139.9105,75.7203,126.1295,871.1997,560096.07,0.0014783783783783,0.0907351351351351,0.0025216216216216,0,37
2023-02,Azure,acct-005,dev,71.6975,53.4305,40.8614,49.9534,289.1758,147087.13,0.0019222222222222,0.0567666666666666,0.04215,0,18
2023-02,Azure,acct-005,prod,933.1086,706.6867,246.899,610.1552,3273.3077,3800367.81,0.0008653333333333,0.0424493333333333,0.020052,0,75
2023-02,Azure,acct-005,staging,208.103,166.5549,86.5437,142.0671,402.2622,492466.0,0.00085625,0.063209375,0.12450625,0,32
2023-02,Azure,acct-006,dev,64.5099,50.446200000000005,39.9573,47.3913,148.4542,152828.34,0.001,0.0126210526315789,0.0482315789473684,0,19
2023-02,Azure,acct-006,prod,944.0148,759.7572,271.9241,652.0054,2699.0113,4301125.74,0.0006204819277108,0.0594144578313253,0.017978313253012,0,83
2023-02,Azure,acct-006,staging,209.1103,159.696,89.0388,139.5275,615.8368,550345.67,0.0011277777777777,0.0214527777777777,-0.0046194444444444,0,36
2023-02,Azure,acct-007,dev,43.639,33.1457,24.9429,31.2122,102.2445,111263.23,0.0009714285714285,0.0747642857142857,0.1630285714285714,0,14
2023-02,Azure,acct-007,prod,974.5322,735.4429,249.5024,632.8211,2643.4599,4420733.12,0.0005793103448275,0.0622655172413793,0.0677931034482758,0,87
2023-02,Azure,acct-007,staging,221.4494,175.763,102.969,159.7667,821.1265,528739.52,0.0015147058823529,0.0419205882352941,0.0937882352941176,0,34
2023-02,Azure,acct-008,dev,71.1091,57.8023,41.7215,53.801300000000005,144.5657,180107.11000000002,0.0008090909090909,0.0171045454545454,0.0680727272727272,0,22
2023-02,Azure,acct-008,prod,1078.2014,831.5896,291.5454,718.2736,3028.5324,4662174.21,0.0006450549450549,0.058754945054945,0.0720967032967032,0,91
2023-02,Azure,acct-008,staging,274.23220000000003,211.297,105.6878,186.1752,1092.3694,600886.34,0.001825641025641,0.0137794871794871,0.0256820512820512,0,39
2023-02,Azure,acct-009,dev,90.0338,71.8636,56.1474,66.5844,537.5657,186243.25,0.0029173913043478,0.0219521739130434,0.0146391304347826,0,23
2023-02,Azure,acct-009,prod,1097.1439,863.1622,279.8998,732.3363,2642.1686,4881642.61,0.0005395833333333,0.0523208333333333,0.0282260416666666,0,96
2023-02,Azure,acct-009,staging,184.455,151.5594,79.9737,133.7984,505.4852,487485.6,0.00104375,0.0748375,0.0645812499999999,0,32
2023-02,Azure,acct-010,dev,87.7627,68.2122,52.3114,63.0026,366.7216,255491.79,0.00139,0.0721733333333333,0.0832066666666666,0,30
2023-02,Azure,acct-010,prod,941.4383,715.0227,289.2236,627.1387,2508.5243,3940650.68,0.0006324675324675,0.0154337662337662,0.0215610389610389,0,77
2023-02,Azure,acct-010,staging,219.7063,168.7122,83.7183,149.4124,459.9144,618721.13,0.0007675,0.0740375,0.047935,0,40
2023-02,GCP,acct-001,dev,70.4697,53.9699,41.7366,51.2954,255.1422,171478.17,0.0015523809523809,0.0400761904761904,0.0194761904761904,0,21
2023-02,GCP,acct-001,prod,631.6379000000001,477.8846,153.8093,410.5319,1604.0406,3431283.46,0.0004661538461538,0.077536923076923,0.0073538461538461,0,65
2023-02,GCP,acct-001,staging,205.3898,161.3252,86.694,140.0528,639.4925,534046.85,0.0012314285714285,0.08906,0.0397857142857142,0,35
2023-02,GCP,acct-002,dev,87.8801,66.4746,50.6445,62.0435,150.1255,201973.29,0.0007375,0.0149,0.093875,0,24
2023-02,GCP,acct-002,prod,744.7155,568.6831999999999,215.9878,492.1243,2692.9079,3652689.66,0.0007492957746478,0.0646154929577464,0.0093028169014084,0,71
2023-02,GCP,acct-002,staging,216.8174,164.056,92.4845,145.1702,605.9728,566966.36,0.0010736842105263,0.0722578947368421,0.0199710526315789,0,38
2023-02,GCP,acct-003,dev,93.1116,69.97540000000001,53.9827,65.25880000000001,311.5967,249711.13,0.0012033333333333,0.02735,0.023,0,30
2023-02,GCP,acct-003,prod,1039.6356,804.6985,286.3411,696.9041,3172.5669,4685283.81,0.0006804347826086,0.050966304347826,0.0322478260869565,0,92
2023-02,GCP,acct-003,staging,200.0449,150.8589,77.7549,133.1005,305.2268,490751.41,0.0006322580645161,0.028074193548387,0.1271645161290322,0,31
2023-02,GCP,acct-004,dev,90.4816,70.9391,50.1025,63.8147,230.825,204038.9,0.0011333333333333,0.061875,-0.0326583333333333,0,24
2023-02,GCP,acct-004,prod,864.0792,646.3457,273.5179,569.6081,2070.4965,4105635.94,0.0005202531645569,0.069206329113924,0.0910151898734177,0,79
2023-02,GCP,acct-004,staging,190.3331,152.4034,91.7987,133.6141,726.6293000000001,581914.37,0.0011972972972972,0.0699378378378378,0.061881081081081,0,37
2023-02,GCP,acct-005,dev,72.5685,55.0841,41.4104,49.6452,253.4654,173059.2,0.00139,0.141185,0.065865,0,20
2023-02,GCP,acct-005,prod,1040.2723,786.4602,290.535,677.8423,3268.8328,4808286.86,0.0006836956521739,0.0451076086956521,0.0479445652173913,0,92
2023-02,GCP,acct-005,staging,224.6235,170.8596,96.6173,152.1799,644.0561,638515.88,0.0009926829268292,0.0165560975609756,0.0981048780487804,0,41
2023-02,GCP,acct-006,dev,77.7581,59.1838,45.3305,56.0573,130.9876,199853.17,0.00065,0.0393416666666666,0.0345208333333333,0,24
2023-02,GCP,acct-006,prod,1014.7288,791.8504,306.2287,691.4768,3625.8748,4867493.95,0.0007822916666666,0.0543375,0.046125,0,96
2023-02,GCP,acct-006,staging,195.482,153.6191,88.1567,135.1775,494.8826,532268.08,0.0009294117647058,0.0937529411764706,0.09845,0,34
2023-02,GCP,acct-007,dev,90.3905,70.8078,53.8657,65.6589,236.9855,198427.35,0.0012260869565217,0.0163695652173913,0.0474434782608695,0,23
2023-02,GCP,acct-007,prod,1058.7405,815.6286,262.7607,693.1683,3316.3804,4748742.16,0.0007175824175824,0.0321263736263736,0.0754802197802197,0,91
2023-02,GCP,acct-007,staging,182.7294,145.4503,84.2267,130.9728,471.2389,412623.18,0.0011884615384615,0.0433923076923076,0.104226923076923,0,26
2023-02,GCP,acct-008,dev,56.7746,44.6767,35.0216,41.4768,80.7183,165030.59,0.000485,0.071585,0.07678,0,20
2023-02,GCP,acct-008,prod,729.1129,563.2292,209.0637,490.3495,3079.6526,3658112.67,0.0008291666666666,0.0553625,0.015375,0,72
2023-02,GCP,acct-008,staging,181.781,143.808,82.7618,130.3032,387.9413,510417.76,0.0007764705882352,0.0681882352941176,0.1167176470588235,0,34
2023-02,GCP,acct-009,dev,65.6065,49.4748,38.929,46.5299,182.9914,136033.64,0.0012823529411764,0.0782882352941176,0.0424470588235294,0,17
2023-02,GCP,acct-009,prod,994.3193,770.4794,261.1069,659.6707,2975.7487,4528968.59,0.0006625,0.0520647727272727,0.0707159090909091,0,88
2023-02,GCP,acct-009,staging,177.6792,137.9054,78.6271,123.8393,1068.539,489723.47,0.002165625,-0.0038093749999999,0.046809375,0,32
2023-02,GCP,acct-010,dev,83.8415,66.4417,50.3509,62.2889,157.3165,190691.06,0.0008217391304347,-0.002191304347826,-0.0094826086956521,0,23
2023-02,GCP,acct-010,prod,843.6904,669.8899,261.758,583.0325,2781.603,4265656.45,0.000630487804878,0.0664317073170731,0.0421768292682926,0,82
