date,year,month,day,day_of_week,is_month_start,is_month_end,cloud_provider,account_id,project_id,environment,business_unit,department,cost_center,region,service,resource_type,usage_quantity,usage_unit,list_cost,savings_plan_coverage_pct,reserved_instance_coverage_pct,discount_rate_pct,discount_amount,net_cost,on_demand_cost,reserved_savings,savings_plan_savings,spot_savings,amortized_cost,forecast_monthly_cost,budget_amount,budget_utilization_pct,budget_status,cost_variance_7d_pct,cost_variance_30d_pct,anomaly_score,is_anomaly,currency,tags
2023-01-01,2023,1,1,6,1,0,GCP,acct-001,project-011,prod,Finance,Mobile,CC-1002,us-west-2,Database,KubernetesCluster,34.9104,DB-hours,4.5384,0.0926,0.5613,0.2499,1.134,3.4044,1.1782,0.4169,0.081,0.0,2.9065,3.4044,56631.2,0.0001,under,-0.1358,-0.3128,0.3359,0,USD,team=Mobile;bu=Finance;env=prod;provider=GCP;service=Database
2023-01-01,2023,1,1,6,1,0,AWS,acct-001,project-012,prod,Sales,DataPlatform,CC-1002,eu-central-1,Serverless,LoadBalancer,124.0161,request-million,11.1615,0.0765,0.115,0.2377,2.6531,8.5084,6.8795,0.1321,0.089,0.0,8.2873,8.5084,50595.99,0.0002,under,0.2747,-0.3322,0.5401,0,USD,team=DataPlatform;bu=Sales;env=prod;provider=AWS;service=Serverless
2023-01-01,2023,1,1,6,1,0,AWS,acct-001,project-013,dev,Finance,DataPlatform,CC-1009,us-east-1,Container,RDS,9.547,container-hours,1.1456,0.1457,0.0427,0.1904,0.2181,0.9276,0.7528,0.0045,0.0238,0.0,0.8992,0.9276,9558.86,0.0001,under,-0.0909,0.3057,0.3133,0,USD,team=DataPlatform;bu=Finance;env=dev;provider=AWS;service=Container
2023-01-01,2023,1,1,6,1,0,AWS,acct-001,project-014,prod,HR,BI,CC-1003,eu-west-1,Storage,VM,91.8339,GB-month,9.1834,0.3795,0.4488,0.07,0.6429,8.5405,1.4662,0.943,0.6501,0.0,6.9473,8.5405,57422.6,0.0001,under,-0.1555,0.4647,0.3032,0,USD,team=BI;bu=HR;env=prod;provider=AWS;service=Storage
2023-01-01,2023,1,1,6,1,0,Azure,acct-001,project-015,prod,HR,DataPlatform,CC-1004,us-east-1,Analytics,RDS,87.2061,query-hours,13.0809,0.0278,0.0492,0.2801,3.6637,9.4172,8.692,0.1118,0.0428,0.0,9.2626,9.4172,47063.4,0.0002,under,0.1518,-0.1172,0.2177,0,USD,team=DataPlatform;bu=HR;env=prod;provider=Azure;service=Analytics
2023-01-01,2023,1,1,6,1,0,AWS,acct-002,project-001,prod,Engineering,BI,CC-1006,us-east-1,Networking,ObjectStorage,18.2984,GB,1.2809,0.1492,0.1591,0.3766,0.4824,0.7985,0.5523,0.0407,0.0329,0.0,0.7249,0.7985,48966.72,0.0,under,-0.1554,0.3504,0.4444,0,USD,team=BI;bu=Engineering;env=prod;provider=AWS;service=Networking
2023-01-01,2023,1,1,6,1,0,Azure,acct-002,project-002,staging,HR,DataPlatform,CC-1009,ap-southeast-1,Compute,BlockStorage,21.8928,vCPU-hours,3.065,0.6228,0.1485,0.1044,0.32,2.745,0.6278,0.0695,0.243,0.3255,2.1071,2.745,16359.36,0.0002,under,0.2617,0.0549,0.2543,0,USD,team=DataPlatform;bu=HR;env=staging;provider=Azure;service=Compute
2023-01-01,2023,1,1,6,1,0,Azure,acct-002,project-003,dev,Finance,DataPlatform,CC-1007,us-east-1,Compute,LoadBalancer,34.1237,vCPU-hours,4.7773,0.1911,0.0524,0.3094,1.4782,3.2991,2.4957,0.0411,0.117,0.1713,2.9696,3.2991,7010.68,0.0005,under,0.2799,0.4135,0.497,0,USD,team=DataPlatform;bu=Finance;env=dev;provider=Azure;service=Compute
2023-01-01,2023,1,1,6,1,0,Azure,acct-002,project-004,staging,HR,Security,CC-1003,us-west-2,Compute,NoSQL,28.8097,vCPU-hours,4.0334,0.6532,0.1944,0.064,0.258,3.7754,0.5754,0.1391,0.583,0.6924,2.361,3.7754,14606.81,0.0003,under,0.0859,0.3872,0.4986,0,USD,team=Security;bu=HR;env=staging;provider=Azure;service=Compute
2023-01-01,2023,1,1,6,1,0,Azure,acct-002,project-005,staging,Marketing,WebApps,CC-1003,us-east-1,Storage,LoadBalancer,57.6507,GB-month,5.7651,0.2882,0.134,0.3073,1.7714,3.9936,2.3076,0.0867,0.1517,0.0,3.7552,3.9936,16431.71,0.0002,under,-0.0205,-0.3651,0.2996,0,USD,team=WebApps;bu=Marketing;env=staging;provider=Azure;service=Storage
2023-01-01,2023,1,1,6,1,0,AWS,acct-002,project-006,prod,Sales,Mobile,CC-1005,us-west-2,Compute,RDS,65.567,vCPU-hours,9.1794,0.195,0.0417,0.3207,2.9435,6.2359,4.76,0.0488,0.2455,0.0,5.9416,6.2359,54391.57,0.0001,under,0.2562,-0.102,0.2028,0,USD,team=Mobile;bu=Sales;env=prod;provider=AWS;service=Compute
2023-01-01,2023,1,1,6,1,0,Azure,acct-002,project-007,dev,Engineering,WebApps,CC-1010,us-east-1,Compute,DataWarehouse,16.5003,vCPU-hours,2.31,0.2359,0.0873,0.3945,0.9113,1.3988,0.9467,0.0157,0.0924,0.1231,1.1675,1.3988,6924.28,0.0002,under,0.0116,0.0679,0.2761,0,USD,team=WebApps;bu=Engineering;env=dev;provider=Azure;service=Compute
2023-01-01,2023,1,1,6,1,0,AWS,acct-002,project-008,staging,Marketing,Mobile,CC-1007,ap-southeast-1,Database,LoadBalancer,52.0367,DB-hours,6.7648,0.0872,0.18,0.2275,1.5389,5.2258,3.8292,0.2509,0.0753,0.0,4.8996,5.2258,16410.34,0.0003,under,0.0826,-0.2273,0.34,0,USD,team=Mobile;bu=Marketing;env=staging;provider=AWS;service=Database
2023-01-01,2023,1,1,6,1,0,Azure,acct-002,project-009,prod,Marketing,Security,CC-1010,eu-central-1,Analytics,VM,49.2273,query-hours,7.3841,0.1471,0.4715,0.2623,1.9371,5.447,2.0776,0.4637,0.151,0.0,4.8324,5.447,54323.48,0.0001,under,0.0567,0.3144,0.4477,0,USD,team=Security;bu=Marketing;env=prod;provider=Azure;service=Analytics
2023-01-01,2023,1,1,6,1,0,GCP,acct-002,project-010,staging,Finance,Mobile,CC-1009,ap-southeast-1,Analytics,LoadBalancer,9.5507,query-hours,1.4326,0.6664,0.047,0.1586,0.2273,1.2053,0.3455,0.0171,0.104,0.0,1.0843,1.2053,12992.62,0.0001,under,0.3404,0.1501,0.4948,0,USD,team=Mobile;bu=Finance;env=staging;provider=GCP;service=Analytics
2023-01-01,2023,1,1,6,1,0,Azure,acct-002,project-011,prod,HR,WebApps,CC-1007,eu-central-1,Storage,BlockStorage,97.8576,GB-month,9.7858,0.0039,0.4506,0.3195,3.1267,6.6591,3.6328,0.38,0.0048,0.0,6.2743,6.6591,45578.02,0.0001,under,0.3248,0.0662,0.2364,0,USD,team=WebApps;bu=HR;env=prod;provider=Azure;service=Storage
2023-01-01,2023,1,1,6,1,0,Azure,acct-002,project-012,prod,Finance,BI,CC-1003,ap-southeast-1,Analytics,LambdaFunction,89.489,query-hours,13.4234,0.665,0.5349,0.2644,3.5495,9.8738,0.0,1.4777,1.3196,0.0,7.0765,9.8738,57034.96,0.0002,under,0.0787,0.4075,0.4333,0,USD,team=BI;bu=Finance;env=prod;provider=Azure;service=Analytics
2023-01-01,2023,1,1,6,1,0,GCP,acct-002,project-013,prod,Engineering,WebApps,CC-1005,eu-central-1,Serverless,RDS,42.8065,request-million,3.8526,0.0542,0.1714,0.1451,0.559,3.2936,2.5503,0.1016,0.0372,0.0,3.1548,3.2936,44921.55,0.0001,under,-0.1112,0.2246,0.3685,0,USD,team=WebApps;bu=Engineering;env=prod;provider=GCP;service=Serverless
2023-01-01,2023,1,1,6,1,0,Azure,acct-002,project-014,prod,Sales,Mobile,CC-1009,eu-central-1,Compute,RDS,122.2752,vCPU-hours,17.1185,0.2726,0.4619,0.3811,6.5242,10.5943,2.8127,0.5132,0.7976,0.0,9.2835,10.5943,52574.58,0.0002,under,0.0362,0.4485,0.2907,0,USD,team=Mobile;bu=Sales;env=prod;provider=Azure;service=Compute
2023-01-01,2023,1,1,6,1,0,GCP,acct-002,project-015,prod,Sales,Security,CC-1009,us-west-2,Networking,RDS,42.589,GB,2.9812,0.3399,0.2333,0.2841,0.847,2.1342,0.9108,0.1492,0.1776,0.0,1.8075,2.1342,57208.85,0.0,under,0.3017,0.4826,0.5343,0,USD,team=Security;bu=Sales;env=prod;provider=GCP;service=Networking
2023-01-01,2023,1,1,6,1,0,AWS,acct-003,project-001,dev,HR,Security,CC-1001,ap-southeast-1,Networking,BlockStorage,40.0941,GB,2.8066,0.0545,0.052,0.1646,0.4619,2.3447,2.0949,0.0261,0.0214,0.0,2.2972,2.3447,9262.99,0.0003,under,-0.083,0.4561,0.3587,0,USD,team=Security;bu=HR;env=dev;provider=AWS;service=Networking
2023-01-01,2023,1,1,6,1,0,AWS,acct-003,project-002,staging,Sales,DataPlatform,CC-1009,eu-west-1,Storage,ObjectStorage,60.6011,GB-month,6.0601,0.4562,0.1508,0.3824,2.3172,3.7429,1.4707,0.0846,0.1777,0.0,3.4806,3.7429,13550.01,0.0003,under,-0.1743,0.2025,0.3548,0,USD,team=DataPlatform;bu=Sales;env=staging;provider=AWS;service=Storage
2023-01-01,2023,1,1,6,1,0,GCP,acct-003,project-003,prod,Engineering,Mobile,CC-1003,ap-south-1,Serverless,ObjectStorage,108.6318,request-million,9.7769,0.1146,0.1866,0.2525,2.469,7.3078,5.1063,0.4531,0.1802,0.0,6.6745,7.3078,58390.46,0.0001,under,-0.0248,0.4473,0.2533,0,USD,team=Mobile;bu=Engineering;env=prod;provider=GCP;service=Serverless
2023-01-01,2023,1,1,6,1,0,GCP,acct-003,project-004,prod,Marketing,DataPlatform,CC-1005,ap-south-1,Container,ObjectStorage,111.0435,container-hours,13.3252,0.3962,0.0246,0.2365,3.1509,10.1743,5.893,0.0665,0.4586,0.0,9.6491,10.1743,53832.01,0.0002,under,-0.2424,-0.0219,0.3013,0,USD,team=DataPlatform;bu=Marketing;env=prod;provider=GCP;service=Container
2023-01-01,2023,1,1,6,1,0,Azure,acct-003,project-005,prod,Engineering,BI,CC-1003,us-west-2,Serverless,LambdaFunction,140.5825,request-million,12.6524,0.1891,0.4849,0.2384,3.0158,9.6366,3.1417,1.0321,0.3409,0.0,8.2635,9.6366,55292.96,0.0002,under,-0.089,0.3665,0.4492,0,USD,team=BI;bu=Engineering;env=prod;provider=Azure;service=Serverless
2023-01-01,2023,1,1,6,1,0,GCP,acct-003,project-006,prod,Sales,WebApps,CC-1008,ap-south-1,Serverless,DataWarehouse,50.8907,request-million,4.5802,0.346,0.195,0.2206,1.0106,3.5696,1.6384,0.1314,0.1873,0.0,3.2509,3.5696,47394.02,0.0001,under,0.1077,0.3921,0.3882,0,USD,team=WebApps;bu=Sales;env=prod;provider=GCP;service=Serverless
2023-01-01,2023,1,1,6,1,0,GCP,acct-003,project-007,prod,Marketing,DataPlatform,CC-1004,eu-central-1,Networking,LambdaFunction,106.0643,GB,7.4245,0.4834,0.3875,0.2218,1.6467,5.7778,0.7455,0.6678,0.3313,0.0,4.7788,5.7778,46377.94,0.0001,under,0.1651,-0.1244,0.3233,0,USD,team=DataPlatform;bu=Marketing;env=prod;provider=GCP;service=Networking
2023-01-01,2023,1,1,6,1,0,GCP,acct-003,project-008,prod,HR,Mobile,CC-1007,ap-south-1,Database,LoadBalancer,98.829,DB-hours,12.8478,0.1896,0.1508,0.0922,1.1849,11.6628,7.6918,0.2606,0.2741,0.0,11.1281,11.6628,51877.62,0.0002,under,0.2073,-0.2334,0.2826,0,USD,team=Mobile;bu=HR;env=prod;provider=GCP;service=Database
2023-01-01,2023,1,1,6,1,0,Azure,acct-003,project-009,prod,HR,Security,CC-1010,us-east-1,Container,RDS,48.174,container-hours,5.7809,0.2526,0.1814,0.2978,1.7216,4.0593,2.2977,0.0969,0.1119,0.0,3.8505,4.0593,43454.21,0.0001,under,-0.0747,0.4497,0.4161,0,USD,team=Security;bu=HR;env=prod;provider=Azure;service=Container
2023-01-01,2023,1,1,6,1,0,Azure,acct-003,project-010,staging,Finance,DataPlatform,CC-1010,eu-central-1,Networking,KubernetesCluster,27.1565,GB,1.901,0.6758,0.0505,0.3516,0.6684,1.2326,0.3373,0.008,0.0942,0.0,1.1304,1.2326,15331.67,0.0001,under,0.0962,0.2178,0.1904,0,USD,team=DataPlatform;bu=Finance;env=staging;provider=Azure;service=Networking
2023-01-01,2023,1,1,6,1,0,AWS,acct-003,project-011,staging,Engineering,DataPlatform,CC-1004,ap-south-1,Container,DataWarehouse,47.8891,container-hours,5.7467,0.5535,0.0451,0.2329,1.3384,4.4083,1.7692,0.0423,0.4601,0.0,3.9059,4.4083,17265.87,0.0003,under,0.344,-0.1252,0.4428,0,USD,team=DataPlatform;bu=Engineering;env=staging;provider=AWS;service=Container
2023-01-01,2023,1,1,6,1,0,Azure,acct-003,project-012,staging,Finance,WebApps,CC-1004,ap-southeast-1,Compute,BlockStorage,20.1943,vCPU-hours,2.8272,0.3864,0.0313,0.193,0.5456,2.2816,1.3286,0.0195,0.171,0.129,1.9622,2.2816,14262.55,0.0002,under,-0.0804,0.3736,0.219,0,USD,team=WebApps;bu=Finance;env=staging;provider=Azure;service=Compute
2023-01-01,2023,1,1,6,1,0,Azure,acct-003,project-013,prod,Engineering,Security,CC-1004,us-east-1,Analytics,RDS,96.6945,query-hours,14.5042,0.6359,0.496,0.075,1.0877,13.4165,0.0,0.9415,1.378,0.0,11.097,13.4165,55606.76,0.0002,under,0.0915,-0.1403,0.1483,0,USD,team=Security;bu=Engineering;env=prod;provider=Azure;service=Analytics
2023-01-01,2023,1,1,6,1,0,GCP,acct-003,project-014,staging,Sales,Mobile,CC-1009,eu-central-1,Networking,ObjectStorage,42.5586,GB,2.9791,0.6226,0.1469,0.2613,0.7784,2.2007,0.5072,0.0344,0.1997,0.0,1.9665,2.2007,16290.07,0.0001,under,0.2663,0.1284,0.2174,0,USD,team=Mobile;bu=Sales;env=staging;provider=GCP;service=Networking
2023-01-01,2023,1,1,6,1,0,AWS,acct-003,project-015,staging,Engineering,Security,CC-1001,eu-central-1,Analytics,KubernetesCluster,70.4006,query-hours,10.5601,0.127,0.1171,0.2722,2.8742,7.6859,5.8097,0.2006,0.1155,0.0,7.3699,7.6859,14576.8,0.0005,under,-0.05,0.2031,0.3686,0,USD,team=Security;bu=Engineering;env=staging;provider=AWS;service=Analytics
2023-01-01,2023,1,1,6,1,0,GCP,acct-004,project-001,prod,Sales,Mobile,CC-1007,us-east-1,Networking,ObjectStorage,48.0286,GB,3.362,0.2263,0.5821,0.1915,0.6437,2.7183,0.5208,0.3618,0.1831,0.0,2.1734,2.7183,54009.06,0.0001,under,0.0756,-0.0281,0.1128,0,USD,team=Mobile;bu=Sales;env=prod;provider=GCP;service=Networking
2023-01-01,2023,1,1,6,1,0,AWS,acct-004,project-002,prod,Sales,BI,CC-1001,eu-west-1,Analytics,BlockStorage,142.4872,query-hours,21.3731,0.3067,0.419,0.0925,1.977,19.3961,5.3217,2.7895,1.3192,0.0,15.2873,19.3961,46687.71,0.0004,under,-0.155,0.0958,0.297,0,USD,team=BI;bu=Sales;env=prod;provider=AWS;service=Analytics
2023-01-01,2023,1,1,6,1,0,GCP,acct-004,project-003,prod,Finance,BI,CC-1002,us-west-2,Networking,NoSQL,73.4531,GB,5.1417,0.1914,0.5008,0.3931,2.0211,3.1206,0.9604,0.2515,0.1256,0.0,2.7435,3.1206,49212.76,0.0001,under,0.3031,0.0574,0.4686,0,USD,team=BI;bu=Finance;env=prod;provider=GCP;service=Networking
2023-01-01,2023,1,1,6,1,0,GCP,acct-004,project-004,dev,Engineering,BI,CC-1006,eu-west-1,Container,VM,13.1654,container-hours,1.5798,0.0896,0.1174,0.3996,0.6313,0.9485,0.7522,0.0248,0.011,0.0,0.9127,0.9485,8308.03,0.0001,under,-0.0429,0.0967,0.2275,0,USD,team=BI;bu=Engineering;env=dev;provider=GCP;service=Container
2023-01-01,2023,1,1,6,1,0,GCP,acct-004,project-005,prod,Engineering,WebApps,CC-1004,eu-central-1,Storage,DataWarehouse,12.5947,GB-month,1.2595,0.5213,0.4231,0.334,0.4207,0.8388,0.0466,0.0698,0.1018,0.0,0.6673,0.8388,56863.08,0.0,under,0.3385,0.0458,0.2325,0,USD,team=WebApps;bu=Engineering;env=prod;provider=GCP;service=Storage
2023-01-01,2023,1,1,6,1,0,Azure,acct-004,project-006,prod,HR,Mobile,CC-1002,us-east-1,Analytics,KubernetesCluster,9.3867,query-hours,1.408,0.1009,0.5226,0.3895,0.5484,0.8596,0.3237,0.0533,0.0222,0.0,0.7841,0.8596,47137.9,0.0,under,0.124,-0.0423,0.1154,0,USD,team=Mobile;bu=HR;env=prod;provider=Azure;service=Analytics
2023-01-01,2023,1,1,6,1,0,GCP,acct-004,project-007,prod,HR,BI,CC-1006,ap-southeast-1,Container,KubernetesCluster,121.0058,container-hours,14.5207,0.0251,0.0411,0.2709,3.9337,10.5869,9.8863,0.1435,0.0797,0.0,10.3637,10.5869,55568.41,0.0002,under,0.0104,-0.3114,0.3209,0,USD,team=BI;bu=HR;env=prod;provider=GCP;service=Container
2023-01-01,2023,1,1,6,1,0,AWS,acct-004,project-008,dev,Sales,WebApps,CC-1005,us-east-1,Database,VM,15.0873,DB-hours,1.9613,0.1125,0.0291,0.2359,0.4627,1.4987,1.2865,0.0105,0.0436,0.0,1.4445,1.4987,7275.95,0.0002,under,-0.2026,0.3838,0.461,0,USD,team=WebApps;bu=Sales;env=dev;provider=AWS;service=Database
2023-01-01,2023,1,1,6,1,0,Azure,acct-004,project-009,prod,HR,WebApps,CC-1004,ap-southeast-1,Database,KubernetesCluster,42.5237,DB-hours,5.5281,0.0066,0.4828,0.3654,2.0201,3.508,1.7913,0.4563,0.003,0.0,3.0487,3.508,50230.27,0.0001,under,-0.0427,0.1288,0.2688,0,USD,team=WebApps;bu=HR;env=prod;provider=Azure;service=Database
2023-01-01,2023,1,1,6,1,0,AWS,acct-004,project-010,prod,Engineering,BI,CC-1005,eu-central-1,Container,KubernetesCluster,23.1521,container-hours,2.7782,0.267,0.2154,0.1536,0.4266,2.3516,1.2174,0.1392,0.0655,0.0,2.1469,2.3516,57025.66,0.0,under,-0.0125,-0.3927,0.4241,0,USD,team=BI;bu=Engineering;env=prod;provider=AWS;service=Container
2023-01-01,2023,1,1,6,1,0,Azure,acct-004,project-011,staging,Finance,Security,CC-1008,us-west-2,Analytics,LoadBalancer,18.7541,query-hours,2.8131,0.1331,0.0501,0.3145,0.8846,1.9285,1.5752,0.0282,0.0606,0.0,1.8397,1.9285,13468.09,0.0001,under,-0.1917,0.1647,0.1927,0,USD,team=Security;bu=Finance;env=staging;provider=Azure;service=Analytics
2023-01-01,2023,1,1,6,1,0,GCP,acct-004,project-012,staging,Finance,Security,CC-1006,us-west-2,Compute,NoSQL,24.8124,vCPU-hours,3.4737,0.2909,0.0402,0.3253,1.1299,2.3438,1.568,0.03,0.1181,0.3524,1.8433,2.3438,14180.77,0.0002,under,-0.1513,0.4226,0.5431,0,USD,team=Security;bu=Finance;env=staging;provider=GCP;service=Compute
2023-01-01,2023,1,1,6,1,0,Azure,acct-004,project-013,dev,Engineering,Mobile,CC-1002,us-east-1,Storage,RDS,37.8114,GB-month,3.7811,0.2173,0.196,0.3885,1.4691,2.312,1.3566,0.1365,0.087,0.0,2.0886,2.312,9013.91,0.0003,under,-0.2416,0.0829,0.3146,0,USD,team=Mobile;bu=Engineering;env=dev;provider=Azure;service=Storage
2023-01-01,2023,1,1,6,1,0,GCP,acct-004,project-014,staging,Engineering,Security,CC-1007,eu-west-1,Compute,RDS,34.2806,vCPU-hours,4.7993,0.4337,0.1886,0.1648,0.7909,4.0084,1.5139,0.1909,0.399,0.7098,2.7086,4.0084,15187.4,0.0003,under,0.1706,0.1843,0.2111,0,USD,team=Security;bu=Engineering;env=staging;provider=GCP;service=Compute
2023-01-01,2023,1,1,6,1,0,AWS,acct-004,project-015,prod,Finance,Mobile,CC-1008,us-east-1,Storage,LambdaFunction,27.3688,GB-month,2.7369,0.3176,0.4023,0.3101,0.8487,1.8882,0.529,0.2556,0.1102,0.0,1.5224,1.8882,55489.71,0.0,under,-0.1573,-0.0266,0.1347,0,USD,team=Mobile;bu=Finance;env=prod;provider=AWS;service=Storage
2023-01-01,2023,1,1,6,1,0,GCP,acct-005,project-001,prod,Sales,Mobile,CC-1001,eu-west-1,Storage,KubernetesCluster,65.0579,GB-month,6.5058,0.1653,0.2176,0.3933,2.5589,3.9469,2.4357,0.1648,0.1829,0.0,3.5993,3.9469,53784.47,0.0001,under,-0.2137,-0.1517,0.4793,0,USD,team=Mobile;bu=Sales;env=prod;provider=GCP;service=Storage
2023-01-01,2023,1,1,6,1,0,GCP,acct-005,project-002,dev,Sales,DataPlatform,CC-1004,ap-southeast-1,Analytics,VM,4.0504,query-hours,0.6076,0.1001,0.1978,0.3254,0.1977,0.4098,0.2878,0.0123,0.0109,0.0,0.3867,0.4098,8351.78,0.0,under,0.1018,0.3317,0.2637,0,USD,team=DataPlatform;bu=Sales;env=dev;provider=GCP;service=Analytics
2023-01-01,2023,1,1,6,1,0,AWS,acct-005,project-003,staging,HR,DataPlatform,CC-1005,us-west-2,Analytics,NoSQL,61.857,query-hours,9.2785,0.0769,0.1733,0.0961,0.892,8.3866,6.2879,0.2755,0.1663,0.0,7.9448,8.3866,15841.48,0.0005,under,-0.2405,-0.1612,0.2468,0,USD,team=DataPlatform;bu=HR;env=staging;provider=AWS;service=Analytics
2023-01-01,2023,1,1,6,1,0,Azure,acct-005,project-004,prod,Finance,DataPlatform,CC-1008,eu-west-1,Analytics,ObjectStorage,69.6815,query-hours,10.4522,0.1551,0.3691,0.3045,3.1831,7.2692,3.459,0.8778,0.2613,0.0,6.1301,7.2692,47778.53,0.0002,under,0.136,-0.372,0.53,0,USD,team=DataPlatform;bu=Finance;env=prod;provider=Azure;service=Analytics
2023-01-01,2023,1,1,6,1,0,GCP,acct-005,project-005,staging,Sales,DataPlatform,CC-1008,eu-central-1,Compute,ObjectStorage,24.511,vCPU-hours,3.4315,0.1038,0.0252,0.2685,0.9214,2.5101,2.1861,0.0156,0.0632,0.3167,2.1146,2.5101,15886.31,0.0002,under,-0.0731,0.055,0.1949,0,USD,team=DataPlatform;bu=Sales;env=staging;provider=GCP;service=Compute
2023-01-01,2023,1,1,6,1,0,Azure,acct-005,project-006,staging,Finance,Security,CC-1004,eu-central-1,Storage,DataWarehouse,27.034,GB-month,2.7034,0.3174,0.0832,0.0833,0.2251,2.4783,1.4854,0.0426,0.1833,0.0,2.2523,2.4783,14715.08,0.0002,under,-0.1584,0.4307,0.2875,0,USD,team=Security;bu=Finance;env=staging;provider=Azure;service=Storage
2023-01-01,2023,1,1,6,1,0,GCP,acct-005,project-007,staging,Finance,BI,CC-1002,ap-southeast-1,Database,BlockStorage,39.8333,DB-hours,5.1783,0.4105,0.1123,0.1654,0.8564,4.322,2.0623,0.0634,0.3029,0.0,3.9557,4.322,16243.04,0.0003,under,0.2002,0.3813,0.4889,0,USD,team=BI;bu=Finance;env=staging;provider=GCP;service=Database
